segment_id,distance,entanglement_speed_factor,gate_time_ns,target_metric,distance_contribution,entanglement_speed_factor_contribution,gate_time_ns_contribution,use_log_scale
6_2_1,5623.413251903491,56.23413251903491,14677.992676220676,3203143375.827452,0.9631919607138644,0.0501090023982015,0.0001194597973708,True
6_2_2,5623.413251903491,56.23413251903491,31622.776601683792,3214698223.564513,0.9878246906697278,0.0414586939759268,0.0001621549326651,True
6_2_3,5623.413251903491,56.23413251903491,68129.20690579608,3232796145.638288,0.9988237540932422,0.045183149069671,0.0001304162932544,True
6_2_4,5623.413251903491,56.23413251903491,146779.92676220674,3281368475.6823616,0.9795960623159328,0.0239751669682801,0.0009827480707152,True
6_2_5,5623.413251903491,56.23413251903491,316227.7660168379,3394815801.501481,0.994874304684698,0.0209499982660121,0.0029445070002033,True
6_2_6,5623.413251903491,56.23413251903491,681292.0690579595,3633160869.6787834,1.0033818648627255,0.0125466956832615,0.0119869438245575,True
6_3_1,5623.413251903491,177.82794100389228,14677.992676220676,3098865012.727992,0.9744191495593596,0.0008515015964458,0.0001956688271216,True
6_3_2,5623.413251903491,177.82794100389228,31622.776601683792,3112841643.9566708,0.9708501504843288,0.0007294684711888,0.0002517524516835,True
6_3_3,5623.413251903491,177.82794100389228,68129.20690579608,3140395152.8454747,0.9975643159481324,0.0005801363689413,0.0006082663722615,True
6_3_4,5623.413251903491,177.82794100389228,146779.92676220674,3196875267.2602463,1.0077417492675564,0.0006551959298925,0.0016173675028874,True
