experiment_kind,experiment_anchor,experiment_sweep_param,sweep_index,sweep_value,replicate_index,seed,theta,num_runs,shots,distance,gate_speed_factor,client_gate_speed_factor,entanglement_speed_factor,ent_sweep_mode,Tsrv_est_ms,Tcc_est_ms,Tent_est_ms,Tmax_est_ms,Tmin_est_ms,zz_cost,xx_cost,zz_time,xx_time,total_time,energy,sweep_low,sweep_high
sweep,light,gate_speed_factor,21,11.090618040171718,0,46901,0.2297,10,10,100.0,11.090618040171718,1.0,2000.0,time,105.13905902082789,2.5,2.5,110.13905902082789,105.13905902082789,-1.8097603781282054,-0.02071937261594923,1293028250.2876692,1308000584.6419008,2601028834.92957,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,22,14.789576852506187,0,47898,0.2297,10,10,100.0,14.789576852506187,1.0,2000.0,time,140.20518856175866,2.5,2.5,145.20518856175866,140.20518856175866,-1.8097603781282054,-0.02071937261594923,1708087508.765052,1728054347.3706074,3436141856.135659,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,23,19.722217705443594,0,48895,0.2297,10,10,100.0,19.722217705443594,1.0,2000.0,time,186.9666238476053,2.5,2.5,191.9666238476053,186.9666238476053,-1.8097603781282054,-0.020719372615949243,2261580048.7278347,2288205042.630183,4549785091.358018,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,24,26.299999999999997,0,49892,0.2297,10,10,100.0,26.299999999999997,1.0,2000.0,time,249.32399999999998,2.5,2.5,254.32399999999998,249.32399999999998,-1.8097603781282054,-0.020719372615949246,2999672999.9999995,3035177999.9999995,6034850999.999999,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,entanglement_speed_factor,0,20.000000000000004,0,50889,0.2297,10,10,100.0,0.263,1.0,20.000000000000004,time,2.49324,2.5,249.99999999999994,254.99323999999996,249.99999999999994,-1.8097603781282057,-0.020719372615949243,2501374614.9999995,2501410119.9999995,5002784734.999999,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,1,26.670428643266483,0,51886,0.2297,10,10,100.0,0.263,1.0,26.670428643266483,time,2.49324,2.5,187.47355233311393,192.46679233311391,187.47355233311393,-1.8097603781282054,-0.02071937261594923,1876110138.3311405,1876145643.3311405,3752255781.662281,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,2,35.565588200778464,0,52883,0.2297,10,10,100.0,0.263,1.0,35.565588200778464,time,2.49324,2.5,140.58533129758723,145.57857129758725,140.58533129758723,-1.8097603781282057,-0.020719372615949236,1407227927.9758718,1407263432.9758718,2814491360.9517436,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,3,47.42747411323311,0,53880,0.2297,10,10,100.0,0.263,1.0,47.42747411323311,time,2.49324,2.5,105.42412585714555,110.41736585714555,105.42412585714555,-1.8097603781282057,-0.02071937261594923,1055615873.5714564,1055651378.5714564,2111267252.1429129,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,4,63.24555320336759,0,54877,0.2297,10,10,100.0,0.263,1.0,63.24555320336759,time,2.49324,2.5,79.05694150420948,84.05018150420948,79.05694150420948,-1.8097603781282054,-0.020719372615949243,791944030.0420948,791979535.0420948,1583923565.0841897,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,5,84.33930068571647,0,55874,0.2297,10,10,100.0,0.263,1.0,84.33930068571647,time,2.49324,2.5,59.28434264154137,64.27758264154137,59.28434264154137,-1.8097603781282057,-0.020719372615949232,594218041.4154137,594253546.4154137,1188471587.8308275,-1.145630955773553,20.0,20000.0
